clustername	contigname
nneighs_18760	S3CS18097D-03-11_S0_L001CNODE_11057_length_3850_cov_17.291173
nneighs_18760	S5CS18097D-03-06_S0_L001CNODE_9168_length_3816_cov_14.517947
6311	S1CS18097D-03-02_S0_L001CNODE_19093_length_2793_cov_2.771731
7596	S3CS18097D-03-11_S0_L001CNODE_20799_length_2656_cov_4.576701
16121	S3CS18097D-03-11_S0_L001CNODE_26205_length_2308_cov_4.631158
15574	S2CS18097D-03-07_S0_L001CNODE_20091_length_2331_cov_7.751757
24428	S4CS18097D-03-12_S0_L001CNODE_28393_length_2036_cov_2.952044
nneighs_6366	S4CS18097D-03-12_S0_L001CNODE_25707_length_2165_cov_8.464455
nneighs_6366	S2CS18097D-03-07_S0_L001CNODE_22282_length_2191_cov_8.131554
nneighs_6366	S3CS18097D-03-11_S0_L001CNODE_5366_length_5823_cov_7.920423
nneighs_6366	S4CS18097D-03-12_S0_L001CNODE_16012_length_2912_cov_6.980049
nneighs_6366	S2CS18097D-03-07_S0_L001CNODE_13230_length_2999_cov_10.259851
nneighs_6366	S1CS18097D-03-02_S0_L001CNODE_11109_length_3882_cov_5.926313
nneighs_6366	S5CS18097D-03-06_S0_L001CNODE_5904_length_4973_cov_5.799309
16992	S3CS18097D-03-11_S0_L001CNODE_26934_length_2273_cov_3.020739
10993	S3CS18097D-03-11_S0_L001CNODE_21474_length_2605_cov_3.281569
5187	S3CS18097D-03-11_S0_L001CNODE_17514_length_2941_cov_3.609841
559	S4CS18097D-03-12_S0_L001CNODE_5910_length_5267_cov_7.429586
559	S4CS18097D-03-12_S0_L001CNODE_21184_length_2447_cov_5.974498
559	S4CS18097D-03-12_S0_L001CNODE_21922_length_2391_cov_5.532106
559	S4CS18097D-03-12_S0_L001CNODE_5442_length_5532_cov_6.119226
559	S4CS18097D-03-12_S0_L001CNODE_12743_length_3361_cov_7.646400
nneighs_19238	S5CS18097D-03-06_S0_L001CNODE_11756_length_3279_cov_30.987593
nneighs_19238	S3CS18097D-03-11_S0_L001CNODE_15655_length_3147_cov_27.577620
3848	S1CS18097D-03-02_S0_L001CNODE_15492_length_3179_cov_2.479834
18932	S3CS18097D-03-11_S0_L001CNODE_28468_length_2198_cov_3.575362
18829	S4CS18097D-03-12_S0_L001CNODE_24982_length_2203_cov_4.065177
9159	S2CS18097D-03-07_S0_L001CNODE_10449_length_3454_cov_4.257723
16084	S3CS18097D-03-11_S0_L001CNODE_26195_length_2309_cov_2.820763
24163	S3CS18097D-03-11_S0_L001CNODE_32170_length_2043_cov_2.714286
13640	S3CS18097D-03-11_S0_L001CNODE_24014_length_2433_cov_5.391926
17548	S4CS18097D-03-12_S0_L001CNODE_24192_length_2250_cov_2.473349
nneighs_18334	S4CS18097D-03-12_S0_L001CNODE_25445_length_2179_cov_2.598399
nneighs_18334	S3CS18097D-03-11_S0_L001CNODE_7067_length_4976_cov_3.703312
nneighs_6666	S4CS18097D-03-12_S0_L001CNODE_22415_length_2357_cov_4.719809
nneighs_6666	S1CS18097D-03-02_S0_L001CNODE_11756_length_3747_cov_4.553629
18555	S4CS18097D-03-12_S0_L001CNODE_24825_length_2212_cov_3.376912
nneighs_11264	S1CS18097D-03-02_S0_L001CNODE_23923_length_2431_cov_14.462121
nneighs_11264	S4CS18097D-03-12_S0_L001CNODE_11451_length_3586_cov_10.475503
nneighs_11264	S5CS18097D-03-06_S0_L001CNODE_6988_length_4510_cov_9.723008
nneighs_11264	S3CS18097D-03-11_S0_L001CNODE_12510_length_3586_cov_14.378080
nneighs_11264	S2CS18097D-03-07_S0_L001CNODE_9801_length_3588_cov_11.914803
20861	S5CS18097D-03-06_S0_L001CNODE_23393_length_2135_cov_1.950962
12902	S2CS18097D-03-07_S0_L001CNODE_18246_length_2475_cov_6.630165
3816	S3CS18097D-03-11_S0_L001CNODE_15336_length_3189_cov_3.744097
18517	S3CS18097D-03-11_S0_L001CNODE_28127_length_2214_cov_10.254284
17035	S4CS18097D-03-12_S0_L001CNODE_23812_length_2271_cov_2.824007
18141	S1CS18097D-03-02_S0_L001CNODE_27629_length_2227_cov_5.698435
nneighs_12419	S5CS18097D-03-06_S0_L001CNODE_11466_length_3324_cov_18.118691
nneighs_12419	S2CS18097D-03-07_S0_L001CNODE_14194_length_2876_cov_13.791209
nneighs_12419	S3CS18097D-03-11_S0_L001CNODE_29839_length_2137_cov_22.548511
nneighs_12419	S1CS18097D-03-02_S0_L001CNODE_27723_length_2223_cov_18.835332
11721	S4CS18097D-03-12_S0_L001CNODE_19769_length_2550_cov_4.741082
20374	S2CS18097D-03-07_S0_L001CNODE_23009_length_2150_cov_4.026253
nneighs_7444	S4CS18097D-03-12_S0_L001CNODE_14333_length_3118_cov_8.313092
nneighs_7444	S1CS18097D-03-02_S0_L001CNODE_13521_length_3445_cov_21.756047
1022	S3CS18097D-03-11_S0_L001CNODE_8147_length_4611_cov_6.154083
12146	S1CS18097D-03-02_S0_L001CNODE_22541_length_2521_cov_2.929440
nneighs_19497	S5CS18097D-03-06_S0_L001CNODE_12169_length_3210_cov_3.820602
nneighs_19497	S3CS18097D-03-11_S0_L001CNODE_18096_length_2881_cov_5.059094
12886	S5CS18097D-03-06_S0_L001CNODE_18549_length_2476_cov_3.118133
12541	S4CS18097D-03-12_S0_L001CNODE_20476_length_2497_cov_6.139230
3174	S3CS18097D-03-11_S0_L001CNODE_14140_length_3344_cov_5.374278
11266	S3CS18097D-03-11_S0_L001CNODE_21741_length_2585_cov_3.796047
2520	S2CS18097D-03-07_S0_L001CNODE_9953_length_3558_cov_7.004568
nneighs_11993	S3CS18097D-03-11_S0_L001CNODE_22901_length_2501_cov_28.739984
nneighs_11993	S2CS18097D-03-07_S0_L001CNODE_6178_length_4721_cov_23.571582
nneighs_11993	S4CS18097D-03-12_S0_L001CNODE_21261_length_2441_cov_22.223806
nneighs_11993	S1CS18097D-03-02_S0_L001CNODE_26245_length_2297_cov_30.665923
nneighs_11993	S3CS18097D-03-11_S0_L001CNODE_30811_length_2096_cov_23.414993
15852	S1CS18097D-03-02_S0_L001CNODE_25847_length_2319_cov_3.590989
15644	S4CS18097D-03-12_S0_L001CNODE_22863_length_2328_cov_12.654641
nneighs_18741	S3CS18097D-03-11_S0_L001CNODE_10886_length_3890_cov_4.180183
nneighs_18741	S5CS18097D-03-06_S0_L001CNODE_25117_length_2042_cov_3.376950
17896	S1CS18097D-03-02_S0_L001CNODE_27437_length_2237_cov_4.152154
7352	S5CS18097D-03-06_S0_L001CNODE_16347_length_2682_cov_2.558051
nneighs_5089	S4CS18097D-03-12_S0_L001CNODE_9789_length_3961_cov_5.740655
nneighs_5089	S3CS18097D-03-11_S0_L001CNODE_4331_length_6480_cov_4.249339
nneighs_5089	S4CS18097D-03-12_S0_L001CNODE_22726_length_2337_cov_3.079316
nneighs_5089	S1CS18097D-03-02_S0_L001CNODE_8572_length_4534_cov_4.883903
nneighs_5089	S1CS18097D-03-02_S0_L001CNODE_11942_length_3714_cov_9.596884
1620	S4CS18097D-03-12_S0_L001CNODE_9584_length_4015_cov_7.412374
2648	S2CS18097D-03-07_S0_L001CNODE_10177_length_3512_cov_5.597339
nneighs_18787	S5CS18097D-03-06_S0_L001CNODE_6563_length_4665_cov_3.635358
nneighs_18787	S3CS18097D-03-11_S0_L001CNODE_11376_length_3784_cov_3.673639
nneighs_17583	S4CS18097D-03-12_S0_L001CNODE_13003_length_3317_cov_17.259350
nneighs_17583	S2CS18097D-03-07_S0_L001CNODE_25403_length_2022_cov_6.117438
nneighs_10371	S1CS18097D-03-02_S0_L001CNODE_21204_length_2615_cov_13.383594
nneighs_10371	S5CS18097D-03-06_S0_L001CNODE_9966_length_3629_cov_8.285674
nneighs_10371	S3CS18097D-03-11_S0_L001CNODE_13681_length_3406_cov_10.706058
nneighs_10371	S2CS18097D-03-07_S0_L001CNODE_16488_length_2631_cov_10.220497
nneighs_10371	S4CS18097D-03-12_S0_L001CNODE_14933_length_3042_cov_7.085035
nneighs_18356	S3CS18097D-03-11_S0_L001CNODE_7345_length_4870_cov_12.227207
nneighs_18356	S5CS18097D-03-06_S0_L001CNODE_9841_length_3659_cov_8.055771
1170	S3CS18097D-03-11_S0_L001CNODE_8773_length_4428_cov_3.677567
13301	S4CS18097D-03-12_S0_L001CNODE_21132_length_2452_cov_5.714643
545	S3CS18097D-03-11_S0_L001CNODE_5784_length_5571_cov_3.371646
nneighs_15172	S3CS18097D-03-11_S0_L001CNODE_27762_length_2232_cov_12.401011
nneighs_15172	S2CS18097D-03-07_S0_L001CNODE_10598_length_3425_cov_13.159050
nneighs_15172	S5CS18097D-03-06_S0_L001CNODE_12829_length_3103_cov_9.303806
236	S4CS18097D-03-12_S0_L001CNODE_3155_length_7458_cov_5.257598
nneighs_12649	S1CS18097D-03-02_S0_L001CNODE_28516_length_2184_cov_5.632222
nneighs_12649	S3CS18097D-03-11_S0_L001CNODE_15353_length_3187_cov_4.662516
nneighs_12649	S5CS18097D-03-06_S0_L001CNODE_18873_length_2448_cov_3.469703
nneighs_8769	S1CS18097D-03-02_S0_L001CNODE_16729_length_3032_cov_12.378569
nneighs_8769	S2CS18097D-03-07_S0_L001CNODE_14532_length_2833_cov_15.856731
8896	S3CS18097D-03-11_S0_L001CNODE_11538_length_3753_cov_4.906165
16380	S3CS18097D-03-11_S0_L001CNODE_26425_length_2297_cov_2.837199
13226	S5CS18097D-03-06_S0_L001CNODE_18752_length_2457_cov_6.178601
1441	S3CS18097D-03-11_S0_L001CNODE_9678_length_4168_cov_4.794797
18018	S4CS18097D-03-12_S0_L001CNODE_24495_length_2232_cov_2.686725
21191	S4CS18097D-03-12_S0_L001CNODE_26533_length_2125_cov_5.830918
17374	S4CS18097D-03-12_S0_L001CNODE_24036_length_2258_cov_3.172492
13189	S4CS18097D-03-12_S0_L001CNODE_21037_length_2459_cov_3.411398
14918	S5CS18097D-03-06_S0_L001CNODE_19899_length_2364_cov_2.536596
810	S4CS18097D-03-12_S0_L001CNODE_6590_length_4971_cov_4.091334
nneighs_12467	S5CS18097D-03-06_S0_L001CNODE_10571_length_3499_cov_11.075494
nneighs_12467	S1CS18097D-03-02_S0_L001CNODE_27887_length_2215_cov_8.764815
nneighs_12467	S2CS18097D-03-07_S0_L001CNODE_23768_length_2106_cov_2.703559
nneighs_12467	S3CS18097D-03-11_S0_L001CNODE_19673_length_2741_cov_11.537602
13135	S5CS18097D-03-06_S0_L001CNODE_18696_length_2462_cov_9.652680
25841	S1CS18097D-03-02_S0_L001CNODE_32867_length_2002_cov_3.379558
24270	S5CS18097D-03-06_S0_L001CNODE_25150_length_2040_cov_13.311335
10122	S2CS18097D-03-07_S0_L001CNODE_14476_length_2840_cov_4.825494
16368	S4CS18097D-03-12_S0_L001CNODE_23362_length_2297_cov_4.475914
20868	S1CS18097D-03-02_S0_L001CNODE_29593_length_2135_cov_3.679808
nneighs_10	S4CS18097D-03-12_S0_L001CNODE_37_length_42739_cov_11.846242
nneighs_10	S2CS18097D-03-07_S0_L001CNODE_1248_length_10507_cov_11.803865
nneighs_10	S3CS18097D-03-11_S0_L001CNODE_49_length_41406_cov_13.923267
nneighs_10	S5CS18097D-03-06_S0_L001CNODE_37_length_40751_cov_10.903848
nneighs_10	S1CS18097D-03-02_S0_L001CNODE_28_length_40751_cov_13.631536
nneighs_10	S2CS18097D-03-07_S0_L001CNODE_98_length_30901_cov_11.971698
nneighs_20263	S3CS18097D-03-11_S0_L001CNODE_25893_length_2324_cov_4.531952
nneighs_20263	S5CS18097D-03-06_S0_L001CNODE_13446_length_3013_cov_5.220419
nneighs_6415	S4CS18097D-03-12_S0_L001CNODE_11537_length_3572_cov_3.615013
nneighs_6415	S1CS18097D-03-02_S0_L001CNODE_11210_length_3860_cov_4.226018
nneighs_6415	S3CS18097D-03-11_S0_L001CNODE_11695_length_3722_cov_4.336788
nneighs_6415	S2CS18097D-03-07_S0_L001CNODE_17607_length_2531_cov_3.413570
nneighs_14145	S2CS18097D-03-07_S0_L001CNODE_3840_length_6062_cov_24.038455
nneighs_14145	S4CS18097D-03-12_S0_L001CNODE_13760_length_3200_cov_5.240700
nneighs_12583	S4CS18097D-03-12_S0_L001CNODE_1834_length_9760_cov_25.954456
nneighs_12583	S2CS18097D-03-07_S0_L001CNODE_7691_length_4150_cov_31.356777
nneighs_12583	S1CS18097D-03-02_S0_L001CNODE_28302_length_2194_cov_13.992520
nneighs_12583	S3CS18097D-03-11_S0_L001CNODE_9814_length_4135_cov_13.307843
25872	S2CS18097D-03-07_S0_L001CNODE_25848_length_2001_cov_3.350462
11279	S1CS18097D-03-02_S0_L001CNODE_29172_length_2154_cov_3.704621
11279	S5CS18097D-03-06_S0_L001CNODE_18851_length_2450_cov_3.247182
11279	S3CS18097D-03-11_S0_L001CNODE_21759_length_2584_cov_3.967576
22024	S1CS18097D-03-02_S0_L001CNODE_30402_length_2100_cov_11.835208
7415	S2CS18097D-03-07_S0_L001CNODE_16077_length_2674_cov_4.791523
22770	S3CS18097D-03-11_S0_L001CNODE_31236_length_2079_cov_6.855237
4134	S3CS18097D-03-11_S0_L001CNODE_15897_length_3119_cov_2.303525
nneighs_3291	S3CS18097D-03-11_S0_L001CNODE_5586_length_5699_cov_10.141566
nneighs_3291	S2CS18097D-03-07_S0_L001CNODE_3387_length_6479_cov_8.257472
nneighs_3291	S5CS18097D-03-06_S0_L001CNODE_3913_length_6271_cov_9.591055
nneighs_3291	S4CS18097D-03-12_S0_L001CNODE_2952_length_7712_cov_8.041269
nneighs_3291	S1CS18097D-03-02_S0_L001CNODE_5330_length_5862_cov_14.441536
4575	S3CS18097D-03-11_S0_L001CNODE_16591_length_3039_cov_3.478217
nneighs_18696	S4CS18097D-03-12_S0_L001CNODE_20478_length_2497_cov_5.201884
nneighs_18696	S3CS18097D-03-11_S0_L001CNODE_10470_length_3985_cov_3.308397
nneighs_11563	S4CS18097D-03-12_S0_L001CNODE_14674_length_3075_cov_3.923510
nneighs_11563	S1CS18097D-03-02_S0_L001CNODE_24831_length_2377_cov_2.675711
17652	S5CS18097D-03-06_S0_L001CNODE_21632_length_2246_cov_4.597444
nneighs_7399	S4CS18097D-03-12_S0_L001CNODE_13341_length_3263_cov_3.885910
nneighs_7399	S3CS18097D-03-11_S0_L001CNODE_8187_length_4599_cov_4.933539
nneighs_7399	S5CS18097D-03-06_S0_L001CNODE_6373_length_4743_cov_6.171715
nneighs_7399	S2CS18097D-03-07_S0_L001CNODE_6386_length_4634_cov_5.721555
nneighs_7399	S1CS18097D-03-02_S0_L001CNODE_13443_length_3457_cov_5.018812
3363	S3CS18097D-03-11_S0_L001CNODE_14504_length_3295_cov_4.103086
790	S4CS18097D-03-12_S0_L001CNODE_6485_length_5016_cov_4.963112
3547	S5CS18097D-03-06_S0_L001CNODE_11932_length_3250_cov_4.845070
nneighs_10577	S2CS18097D-03-07_S0_L001CNODE_18154_length_2483_cov_8.040362
nneighs_10577	S1CS18097D-03-02_S0_L001CNODE_21782_length_2574_cov_20.659786
nneighs_10577	S4CS18097D-03-12_S0_L001CNODE_21391_length_2432_cov_6.232646
nneighs_10577	S3CS18097D-03-11_S0_L001CNODE_26278_length_2304_cov_9.421521
nneighs_10577	S5CS18097D-03-06_S0_L001CNODE_3816_length_6358_cov_18.859591
14366	S1CS18097D-03-02_S0_L001CNODE_24587_length_2392_cov_3.531451
18219	S2CS18097D-03-07_S0_L001CNODE_21710_length_2225_cov_4.480184
20802	S2CS18097D-03-07_S0_L001CNODE_23226_length_2137_cov_3.621518
nneighs_17782	S3CS18097D-03-11_S0_L001CNODE_7819_length_4707_cov_4.644239
nneighs_17782	S5CS18097D-03-06_S0_L001CNODE_9641_length_3702_cov_4.555251
nneighs_17782	S3CS18097D-03-11_S0_L001CNODE_1613_length_10718_cov_4.420332
nneighs_3400	S1CS18097D-03-02_S0_L001CNODE_5504_length_5765_cov_6.263923
nneighs_3400	S2CS18097D-03-07_S0_L001CNODE_20283_length_2319_cov_7.475265
nneighs_3400	S1CS18097D-03-02_S0_L001CNODE_24765_length_2380_cov_5.066237
nneighs_3400	S2CS18097D-03-07_S0_L001CNODE_17500_length_2538_cov_6.367700
nneighs_3400	S5CS18097D-03-06_S0_L001CNODE_6580_length_4660_cov_5.185451
nneighs_3400	S4CS18097D-03-12_S0_L001CNODE_3688_length_6844_cov_6.220209
nneighs_3400	S3CS18097D-03-11_S0_L001CNODE_8159_length_4608_cov_6.391390
4885	S2CS18097D-03-07_S0_L001CNODE_13321_length_2988_cov_5.628026
nneighs_2955	S1CS18097D-03-02_S0_L001CNODE_4756_length_6222_cov_46.194908
nneighs_2955	S3CS18097D-03-11_S0_L001CNODE_11844_length_3694_cov_11.148118
nneighs_2955	S2CS18097D-03-07_S0_L001CNODE_10921_length_3367_cov_17.239734
nneighs_2955	S4CS18097D-03-12_S0_L001CNODE_14331_length_3118_cov_16.073784
nneighs_2955	S5CS18097D-03-06_S0_L001CNODE_10232_length_3567_cov_7.642369
nneighs_1877	S3CS18097D-03-11_S0_L001CNODE_3047_length_7803_cov_6.852607
nneighs_1877	S5CS18097D-03-06_S0_L001CNODE_3153_length_7074_cov_6.967944
nneighs_1877	S2CS18097D-03-07_S0_L001CNODE_3022_length_6911_cov_7.576867
nneighs_1877	S1CS18097D-03-02_S0_L001CNODE_2914_length_7923_cov_13.381927
nneighs_1877	S4CS18097D-03-12_S0_L001CNODE_3678_length_6854_cov_6.108398
15019	S5CS18097D-03-06_S0_L001CNODE_19971_length_2359_cov_4.605903
13536	S1CS18097D-03-02_S0_L001CNODE_23795_length_2439_cov_4.832634
19955	S2CS18097D-03-07_S0_L001CNODE_22766_length_2163_cov_3.202087
12569	S5CS18097D-03-06_S0_L001CNODE_18312_length_2496_cov_4.621467
18133	S5CS18097D-03-06_S0_L001CNODE_21928_length_2228_cov_5.249425
22545	S3CS18097D-03-11_S0_L001CNODE_31072_length_2086_cov_3.041359
nneighs_7342	S2CS18097D-03-07_S0_L001CNODE_18207_length_2479_cov_6.993812
nneighs_7342	S3CS18097D-03-11_S0_L001CNODE_13674_length_3407_cov_7.183771
nneighs_7342	S1CS18097D-03-02_S0_L001CNODE_13313_length_3478_cov_4.075665
nneighs_6861	S4CS18097D-03-12_S0_L001CNODE_16061_length_2906_cov_6.289723
nneighs_6861	S4CS18097D-03-12_S0_L001CNODE_17206_length_2785_cov_4.702564
nneighs_6861	S1CS18097D-03-02_S0_L001CNODE_12223_length_3660_cov_7.842164
nneighs_6861	S3CS18097D-03-11_S0_L001CNODE_5848_length_5533_cov_9.384264
nneighs_6861	S5CS18097D-03-06_S0_L001CNODE_4845_length_5568_cov_6.705605
nneighs_6861	S2CS18097D-03-07_S0_L001CNODE_3992_length_5936_cov_3.750383
nneighs_6861	S1CS18097D-03-02_S0_L001CNODE_21520_length_2593_cov_6.243893
4250	S4CS18097D-03-12_S0_L001CNODE_14505_length_3095_cov_4.592434
23877	S4CS18097D-03-12_S0_L001CNODE_28050_length_2051_cov_3.915832
nneighs_7811	S5CS18097D-03-06_S0_L001CNODE_10683_length_3475_cov_82.195322
nneighs_7811	S4CS18097D-03-12_S0_L001CNODE_19629_length_2561_cov_66.163208
nneighs_7811	S3CS18097D-03-11_S0_L001CNODE_14329_length_3319_cov_89.253983
nneighs_7811	S1CS18097D-03-02_S0_L001CNODE_14432_length_3311_cov_116.946253
nneighs_10244	S2CS18097D-03-07_S0_L001CNODE_12718_length_3072_cov_3.729201
nneighs_10244	S4CS18097D-03-12_S0_L001CNODE_14785_length_3060_cov_3.729784
nneighs_10244	S1CS18097D-03-02_S0_L001CNODE_20807_length_2646_cov_3.767657
17282	S5CS18097D-03-06_S0_L001CNODE_21399_length_2262_cov_4.653829
8995	S5CS18097D-03-06_S0_L001CNODE_9941_length_3635_cov_2.968436
8995	S5CS18097D-03-06_S0_L001CNODE_23391_length_2135_cov_2.233654
20562	S1CS18097D-03-02_S0_L001CNODE_29406_length_2144_cov_3.853518
nneighs_15442	S2CS18097D-03-07_S0_L001CNODE_12203_length_3141_cov_9.013934
nneighs_15442	S4CS18097D-03-12_S0_L001CNODE_14495_length_3096_cov_3.610983
nneighs_19665	S5CS18097D-03-06_S0_L001CNODE_9126_length_3828_cov_3.479194
nneighs_19665	S3CS18097D-03-11_S0_L001CNODE_19837_length_2729_cov_3.141361
nneighs_4448	S4CS18097D-03-12_S0_L001CNODE_24341_length_2241_cov_8.052608
nneighs_4448	S2CS18097D-03-07_S0_L001CNODE_15515_length_2725_cov_4.165169
nneighs_4448	S3CS18097D-03-11_S0_L001CNODE_7942_length_4669_cov_4.801907
nneighs_4448	S1CS18097D-03-02_S0_L001CNODE_7357_length_4944_cov_6.588668
nneighs_4448	S2CS18097D-03-07_S0_L001CNODE_18339_length_2469_cov_3.367854
nneighs_4892	S4CS18097D-03-12_S0_L001CNODE_17443_length_2762_cov_32.298855
nneighs_4892	S1CS18097D-03-02_S0_L001CNODE_8213_length_4646_cov_32.311915
nneighs_7670	S3CS18097D-03-11_S0_L001CNODE_3607_length_7152_cov_9.696773
nneighs_7670	S4CS18097D-03-12_S0_L001CNODE_2416_length_8542_cov_11.271592
nneighs_7670	S1CS18097D-03-02_S0_L001CNODE_28821_length_2170_cov_11.984397
nneighs_7670	S1CS18097D-03-02_S0_L001CNODE_14694_length_3277_cov_19.754190
nneighs_7670	S3CS18097D-03-11_S0_L001CNODE_18159_length_2876_cov_13.344204
nneighs_7670	S5CS18097D-03-06_S0_L001CNODE_3318_length_6877_cov_10.070361
nneighs_7670	S2CS18097D-03-07_S0_L001CNODE_4980_length_5283_cov_9.806618
nneighs_7670	S1CS18097D-03-02_S0_L001CNODE_14070_length_3363_cov_4.762092
nneighs_7670	S2CS18097D-03-07_S0_L001CNODE_15406_length_2735_cov_5.735821
23642	S4CS18097D-03-12_S0_L001CNODE_27939_length_2056_cov_2.965017
nneighs_9342	S1CS18097D-03-02_S0_L001CNODE_18245_length_2876_cov_3.495214
nneighs_9342	S4CS18097D-03-12_S0_L001CNODE_22711_length_2338_cov_3.077530
nneighs_9342	S3CS18097D-03-11_S0_L001CNODE_19858_length_2728_cov_3.839132
21902	S1CS18097D-03-02_S0_L001CNODE_30315_length_2104_cov_8.067350
7621	S3CS18097D-03-11_S0_L001CNODE_20851_length_2653_cov_2.886836
nneighs_10808	S5CS18097D-03-06_S0_L001CNODE_9298_length_3783_cov_24.423820
nneighs_10808	S1CS18097D-03-02_S0_L001CNODE_22511_length_2522_cov_27.813539
nneighs_10808	S3CS18097D-03-11_S0_L001CNODE_11493_length_3759_cov_25.813445
nneighs_10808	S4CS18097D-03-12_S0_L001CNODE_19630_length_2561_cov_13.632482
nneighs_10808	S2CS18097D-03-07_S0_L001CNODE_13713_length_2939_cov_15.233010
nneighs_19808	S3CS18097D-03-11_S0_L001CNODE_21259_length_2621_cov_7.574045
nneighs_19808	S5CS18097D-03-06_S0_L001CNODE_15044_length_2815_cov_3.214855
24676	S3CS18097D-03-11_S0_L001CNODE_32521_length_2030_cov_9.910886
75	S5CS18097D-03-06_S0_L001CNODE_1101_length_11755_cov_4.812821
14355	S3CS18097D-03-11_S0_L001CNODE_24692_length_2393_cov_3.962361
nneighs_8630	S2CS18097D-03-07_S0_L001CNODE_10307_length_3482_cov_6.175664
nneighs_8630	S4CS18097D-03-12_S0_L001CNODE_9316_length_4081_cov_5.448833
nneighs_8630	S3CS18097D-03-11_S0_L001CNODE_14250_length_3329_cov_7.920892
nneighs_8630	S1CS18097D-03-02_S0_L001CNODE_16340_length_3075_cov_6.690397
3231	S4CS18097D-03-12_S0_L001CNODE_12934_length_3329_cov_4.790470
nneighs_12249	S5CS18097D-03-06_S0_L001CNODE_21576_length_2250_cov_3.558542
nneighs_12249	S3CS18097D-03-11_S0_L001CNODE_11518_length_3756_cov_3.400703
nneighs_12249	S2CS18097D-03-07_S0_L001CNODE_10819_length_3386_cov_2.989793
nneighs_12249	S3CS18097D-03-11_S0_L001CNODE_29279_length_2162_cov_3.647366
nneighs_12249	S4CS18097D-03-12_S0_L001CNODE_21234_length_2444_cov_2.729175
nneighs_12249	S1CS18097D-03-02_S0_L001CNODE_27154_length_2251_cov_2.719945
4627	S5CS18097D-03-06_S0_L001CNODE_13348_length_3027_cov_4.498654
nneighs_10253	S1CS18097D-03-02_S0_L001CNODE_20821_length_2645_cov_4.529344
nneighs_10253	S4CS18097D-03-12_S0_L001CNODE_5906_length_5270_cov_4.711601
6567	S1CS18097D-03-02_S0_L001CNODE_19383_length_2765_cov_7.741328
5339	S3CS18097D-03-11_S0_L001CNODE_17698_length_2920_cov_2.865969
nneighs_17859	S3CS18097D-03-11_S0_L001CNODE_2351_length_8874_cov_5.574101
nneighs_17859	S5CS18097D-03-06_S0_L001CNODE_2429_length_8070_cov_4.671990
24670	S1CS18097D-03-02_S0_L001CNODE_32101_length_2030_cov_13.915949
10411	S4CS18097D-03-12_S0_L001CNODE_17943_length_2711_cov_2.527108
19075	S4CS18097D-03-12_S0_L001CNODE_25184_length_2192_cov_3.744034
15051	S3CS18097D-03-11_S0_L001CNODE_25293_length_2358_cov_3.421190
968	S4CS18097D-03-12_S0_L001CNODE_7374_length_4686_cov_5.615202
11705	S1CS18097D-03-02_S0_L001CNODE_22101_length_2552_cov_3.860633
nneighs_4494	S5CS18097D-03-06_S0_L001CNODE_2330_length_8251_cov_29.475354
nneighs_4494	S3CS18097D-03-11_S0_L001CNODE_4426_length_6404_cov_39.003150
nneighs_4494	S4CS18097D-03-12_S0_L001CNODE_7544_length_4620_cov_9.074261
nneighs_4494	S2CS18097D-03-07_S0_L001CNODE_4373_length_5666_cov_7.605774
nneighs_4494	S1CS18097D-03-02_S0_L001CNODE_7449_length_4907_cov_12.201566
25039	S3CS18097D-03-11_S0_L001CNODE_32771_length_2021_cov_5.323499
465	S1CS18097D-03-02_S0_L001CNODE_5499_length_5769_cov_3.463948
nneighs_7755	S3CS18097D-03-11_S0_L001CNODE_8197_length_4598_cov_4.320273
nneighs_7755	S1CS18097D-03-02_S0_L001CNODE_14272_length_3333_cov_2.518914
8236	S3CS18097D-03-11_S0_L001CNODE_27706_length_2235_cov_5.104128
8236	S3CS18097D-03-11_S0_L001CNODE_6320_length_5290_cov_5.005731
17713	S2CS18097D-03-07_S0_L001CNODE_21401_length_2244_cov_12.978529
nneighs_12127	S1CS18097D-03-02_S0_L001CNODE_26720_length_2273_cov_5.325518
nneighs_12127	S3CS18097D-03-11_S0_L001CNODE_21095_length_2635_cov_5.225969
3878	S1CS18097D-03-02_S0_L001CNODE_15542_length_3172_cov_9.592236
nneighs_11029	S1CS18097D-03-02_S0_L001CNODE_23136_length_2482_cov_3.181294
nneighs_11029	S3CS18097D-03-11_S0_L001CNODE_29315_length_2161_cov_2.352802
11029	S2CS18097D-03-07_S0_L001CNODE_16791_length_2602_cov_2.819395
10701	S4CS18097D-03-12_S0_L001CNODE_18844_length_2628_cov_2.885348
20295	S1CS18097D-03-02_S0_L001CNODE_29203_length_2152_cov_12.155937
15474	S2CS18097D-03-07_S0_L001CNODE_20041_length_2336_cov_2.486629
nneighs_18877	S3CS18097D-03-11_S0_L001CNODE_12269_length_3626_cov_4.761971
nneighs_18877	S3CS18097D-03-11_S0_L001CNODE_13789_length_3390_cov_6.222489
nneighs_18877	S5CS18097D-03-06_S0_L001CNODE_5317_length_5299_cov_5.018116
23360	S2CS18097D-03-07_S0_L001CNODE_24583_length_2063_cov_33.099602
